Customer_ID,Age,Gender,Total_Spend,Average_Order_Value,Purchase_Frequency,Last_Purchase_Days,Customer_Rating,Complaint_Raised,Return_Count,Churn
C01246,54,1,4476,373.0,12,91,2,1,0,0
C01247,37,1,7488,624.0,12,51,2,0,1,0
C01248,20,1,3231,359.0,9,106,2,0,2,0
C01249,48,0,2745,305.0,9,49,1,0,2,0
C01250,24,0,6644,604.0,11,15,4,0,3,0
C01251,29,0,2319,773.0,3,63,2,1,5,1
C01252,44,1,4224,352.0,12,55,4,1,1,0
C01253,32,1,7080,885.0,8,103,1,0,4,0
C01254,59,0,6424,584.0,11,19,3,0,2,0
C01255,26,1,8470,847.0,10,18,2,0,3,0
C01256,53,1,5304,663.0,8,101,3,0,2,0
C01257,40,0,2508,418.0,6,73,4,1,2,1
C01258,48,0,3996,444.0,9,89,2,1,4,1
C01259,43,1,2415,483.0,5,41,4,1,4,1
C01260,33,0,1140,380.0,3,70,2,1,4,1
C01261,24,0,6472,809.0,8,40,3,1,5,1
C01262,57,1,1168,584.0,2,89,3,0,3,0
C01263,26,1,4739,677.0,7,17,5,0,4,0
C01264,35,0,9444,787.0,12,27,4,0,3,0
C01265,52,1,2835,567.0,5,69,2,0,3,0
C01266,40,0,616,616.0,1,37,1,1,3,1
C01267,40,1,3955,565.0,7,117,2,1,2,1
C01268,53,0,2770,554.0,5,8,3,1,2,1
C01269,50,0,4536,378.0,12,10,2,0,5,0
C01270,45,0,4422,737.0,6,40,3,0,5,0
C01271,18,1,3324,554.0,6,85,5,1,2,1
C01272,56,0,6966,774.0,9,68,4,0,1,0
C01273,25,0,2328,388.0,6,104,5,1,3,1
C01274,58,0,1912,478.0,4,81,1,1,5,1
C01275,60,0,6090,870.0,7,87,4,1,5,1
C01276,53,1,6183,687.0,9,115,2,0,1,0
C01277,30,1,8844,737.0,12,34,3,1,1,0
C01278,54,1,3420,855.0,4,107,3,1,4,1
C01279,41,1,7695,855.0,9,18,5,0,1,0
C01280,41,1,1885,377.0,5,101,2,1,0,0
C01281,50,1,6183,687.0,9,3,2,0,1,0
C01282,56,0,7464,622.0,12,7,1,0,5,0
C01283,51,0,7820,782.0,10,74,2,1,2,1
C01284,34,0,6400,800.0,8,69,4,1,0,0
C01285,59,1,1348,674.0,2,43,1,0,0,0
C01286,56,1,5824,728.0,8,67,1,0,2,0
C01287,24,1,2595,865.0,3,23,2,1,2,1
C01288,27,1,3296,824.0,4,7,1,1,0,0
C01289,21,1,3465,495.0,7,7,1,0,3,0
C01290,20,0,2335,467.0,5,36,3,1,5,1
C01291,43,1,6816,852.0,8,36,4,1,1,0
C01292,56,0,5920,592.0,10,88,4,1,5,1
C01293,20,0,4110,685.0,6,109,4,0,0,0
C01294,20,1,2004,501.0,4,69,3,0,1,0
C01295,55,1,7884,657.0,12,103,5,1,3,1
C01296,53,0,7970,797.0,10,111,4,0,3,0
C01297,18,1,3948,564.0,7,119,1,0,2,0
C01298,56,1,1384,346.0,4,24,5,1,2,1
C01299,60,1,2700,450.0,6,70,3,0,0,0
C01300,58,1,2219,317.0,7,26,1,1,5,1
C01301,29,0,8261,751.0,11,109,2,1,0,0
C01302,48,0,5240,524.0,10,21,3,1,3,1
C01303,60,1,1480,370.0,4,41,1,1,4,1
C01304,33,0,1668,556.0,3,12,3,0,1,0
C01305,29,1,4235,385.0,11,115,1,0,4,0
C01306,46,0,1992,332.0,6,82,2,0,1,0
C01307,19,0,8710,871.0,10,116,1,0,1,0
C01308,29,1,2564,641.0,4,44,1,0,3,0
C01309,47,0,1804,451.0,4,16,4,0,5,0
C01310,59,1,6624,552.0,12,39,2,0,3,0
C01311,54,0,5489,499.0,11,42,2,0,5,0
C01312,59,1,5072,634.0,8,2,1,1,1,0
C01313,54,0,3072,512.0,6,68,5,1,4,1
C01314,21,1,2560,320.0,8,34,1,1,0,0
C01315,59,0,6130,613.0,10,49,5,1,5,1
C01316,54,1,5324,484.0,11,45,4,0,4,0
C01317,50,1,8364,697.0,12,31,4,0,3,0
C01318,57,0,2450,350.0,7,92,3,0,4,0
C01319,41,1,5784,723.0,8,24,3,0,5,0
C01320,59,0,928,464.0,2,48,4,1,0,0
C01321,21,0,5949,661.0,9,38,2,0,3,0
C01322,56,0,3160,316.0,10,101,5,0,0,0
C01323,40,0,2799,311.0,9,54,5,1,1,0
C01324,44,0,4150,415.0,10,104,1,0,2,0
C01325,25,1,938,469.0,2,3,2,0,3,0
C01326,59,0,3987,443.0,9,43,2,0,4,0
C01327,59,0,5346,594.0,9,20,3,1,4,1
C01328,60,1,6993,777.0,9,46,2,1,4,1
C01329,18,1,2768,692.0,4,84,1,1,2,1
C01330,42,0,3200,320.0,10,55,3,0,0,0
C01331,18,0,7614,846.0,9,57,5,1,0,0
C01332,18,1,10368,864.0,12,21,3,1,3,1
C01333,42,0,7380,615.0,12,2,2,0,0,0
C01334,37,0,3940,788.0,5,44,5,0,5,0
C01335,24,1,5152,644.0,8,94,2,0,2,0
C01336,36,0,2945,589.0,5,86,1,1,1,0
C01337,29,1,5100,850.0,6,119,3,0,4,0
C01338,43,1,656,328.0,2,27,5,0,3,0
C01339,58,1,750,375.0,2,47,2,0,4,0
C01340,23,0,641,641.0,1,22,5,1,4,1
C01341,48,1,5060,460.0,11,49,1,0,1,0
C01342,57,1,5320,532.0,10,27,2,1,1,0
C01343,46,1,4518,753.0,6,76,1,0,5,0
C01344,51,0,8360,836.0,10,102,2,0,2,0
C01345,54,1,3096,774.0,4,83,4,0,3,0
C01346,49,0,5496,687.0,8,103,5,1,4,1
C01347,50,0,2040,340.0,6,27,2,1,1,0
C01348,41,1,2128,304.0,7,91,2,0,3,0
C01349,38,1,737,737.0,1,21,5,1,5,1
C01350,35,0,4994,454.0,11,61,2,0,5,0
C01351,44,1,5992,856.0,7,31,2,0,4,0
C01352,19,0,5068,724.0,7,79,4,1,3,1
C01353,47,1,2298,766.0,3,16,4,0,4,0
C01354,26,1,612,306.0,2,83,3,0,3,0
C01355,60,0,7938,882.0,9,65,1,1,2,1
C01356,56,1,4032,576.0,7,36,4,1,5,1
C01357,37,1,3300,550.0,6,17,3,0,5,0
C01358,50,1,2768,346.0,8,75,2,1,5,1
C01359,18,0,5661,629.0,9,52,2,1,4,1
C01360,25,0,4632,386.0,12,116,4,0,1,0
C01361,31,0,3336,834.0,4,72,2,0,1,0
C01362,60,0,1425,475.0,3,107,5,1,0,0
C01363,47,0,3290,470.0,7,13,4,0,1,0
C01364,34,1,6363,707.0,9,51,5,1,2,1
C01365,24,0,8415,765.0,11,117,4,0,4,0
C01366,34,1,3620,724.0,5,12,2,1,1,0
C01367,59,0,5544,693.0,8,80,2,1,5,1
C01368,39,0,3372,562.0,6,45,2,1,1,0
C01369,35,1,6424,803.0,8,74,2,1,1,0
C01370,32,0,9218,838.0,11,96,3,0,2,0
C01371,33,0,946,473.0,2,58,2,0,3,0
C01372,21,0,3028,757.0,4,91,5,1,4,1
C01373,43,0,6136,767.0,8,52,2,1,4,1
C01374,59,0,4716,786.0,6,99,4,1,5,1
C01375,21,1,2148,537.0,4,57,5,1,3,1
C01376,41,0,8657,787.0,11,111,3,0,5,0
C01377,35,1,4452,742.0,6,85,5,1,4,1
C01378,48,1,3780,630.0,6,16,2,0,5,0
C01379,53,0,7931,721.0,11,45,2,1,0,0
C01380,20,0,3059,437.0,7,8,3,0,4,0
C01381,56,1,2826,314.0,9,25,1,1,2,1
C01382,42,0,2933,419.0,7,56,2,0,3,0
C01383,41,0,8120,812.0,10,75,5,1,4,1
C01384,37,0,6963,633.0,11,91,5,0,4,0
C01385,25,1,2924,731.0,4,76,1,0,2,0
C01386,27,1,8150,815.0,10,66,2,1,1,0
C01387,27,1,922,461.0,2,35,2,0,2,0
C01388,25,0,6286,898.0,7,58,5,1,4,1
C01389,49,1,8780,878.0,10,99,2,1,3,1
C01390,54,1,5874,534.0,11,94,1,1,5,1
C01391,33,1,8100,810.0,10,81,3,1,1,0
C01392,55,1,4893,699.0,7,70,2,0,0,0
C01393,39,0,422,422.0,1,14,2,0,0,0
C01394,29,0,4644,516.0,9,51,4,0,5,0
C01395,28,0,8624,784.0,11,30,4,1,0,0
C01396,56,0,4688,586.0,8,119,3,0,5,0
C01397,25,0,4455,891.0,5,107,3,0,0,0
C01398,60,0,4200,420.0,10,84,5,1,3,1
C01399,35,1,2335,467.0,5,70,3,0,3,0
C01400,31,0,3256,407.0,8,72,3,1,1,0
C01401,36,0,2545,509.0,5,60,3,1,2,1
C01402,19,1,8450,845.0,10,35,5,0,5,0
C01403,18,0,719,719.0,1,97,5,0,0,0
C01404,32,0,505,505.0,1,12,1,1,5,1
C01405,50,0,2410,482.0,5,20,2,1,1,0
C01406,60,0,5814,646.0,9,36,5,1,3,1
C01407,51,0,7356,613.0,12,71,3,1,3,1
C01408,25,1,2584,323.0,8,41,3,0,3,0
C01409,22,1,1066,533.0,2,114,1,1,5,1
C01410,40,1,1112,556.0,2,46,1,1,4,1
C01411,27,0,3605,515.0,7,108,3,0,5,0
C01412,57,1,5373,597.0,9,98,1,0,1,0
C01413,57,0,874,437.0,2,104,3,0,4,0
C01414,53,0,2211,737.0,3,55,3,1,1,0
C01415,22,0,2289,327.0,7,48,2,0,2,0
C01416,32,1,8404,764.0,11,97,4,0,1,0
C01417,42,1,508,508.0,1,39,3,1,4,1
C01418,50,1,1646,823.0,2,69,4,0,5,0
C01419,39,1,7370,670.0,11,35,4,1,4,1
C01420,45,0,2440,488.0,5,72,2,0,2,0
C01421,35,0,1146,573.0,2,5,3,1,2,1
C01422,37,0,396,396.0,1,50,4,1,1,0
C01423,43,1,6088,761.0,8,19,3,1,4,1
C01424,23,0,6490,590.0,11,78,5,1,2,1
C01425,40,0,5635,805.0,7,23,1,1,1,0
C01426,31,0,1338,446.0,3,45,3,1,2,1
C01427,42,1,369,369.0,1,75,4,0,2,0
C01428,53,1,3200,800.0,4,105,1,1,0,0
C01429,44,0,6160,880.0,7,46,3,0,2,0
C01430,20,1,1266,633.0,2,39,4,0,5,0
C01431,25,1,5976,747.0,8,117,2,1,5,1
C01432,19,0,2379,793.0,3,55,2,0,2,0
C01433,53,1,1240,310.0,4,65,4,1,4,1
C01434,44,1,3936,328.0,12,92,3,1,3,1
C01435,58,1,8220,822.0,10,44,2,1,2,1
C01436,50,0,1872,468.0,4,111,5,0,1,0
C01437,26,1,903,301.0,3,43,1,0,5,0
C01438,46,1,4536,648.0,7,10,5,1,5,1
C01439,33,1,306,306.0,1,6,1,0,5,0
C01440,29,1,5379,489.0,11,44,1,1,2,1
C01441,47,0,3213,459.0,7,92,5,1,3,1
C01442,48,1,4932,822.0,6,35,5,1,4,1
C01443,34,1,9876,823.0,12,110,5,0,2,0
C01444,46,1,4642,422.0,11,63,2,0,0,0
C01445,25,0,798,798.0,1,89,3,0,1,0
C01446,42,0,1668,834.0,2,103,5,1,1,0
C01447,43,0,2680,670.0,4,55,1,0,2,0
C01448,24,0,3159,351.0,9,90,5,0,0,0
C01449,18,1,3548,887.0,4,82,1,0,3,0
C01450,37,1,682,682.0,1,12,2,0,5,0
C01451,20,0,3570,357.0,10,116,3,1,1,0
C01452,59,1,1596,532.0,3,38,1,0,2,0
C01453,57,0,2540,508.0,5,18,1,0,4,0
C01454,22,1,344,344.0,1,41,3,0,1,0
C01455,33,1,3652,332.0,11,56,2,1,3,1
C01456,42,1,8490,849.0,10,62,4,0,0,0
C01457,50,1,2485,497.0,5,84,4,0,2,0
C01458,37,0,2628,657.0,4,46,2,1,3,1
C01459,57,1,1617,539.0,3,113,1,1,3,1
C01460,36,1,488,488.0,1,10,1,1,1,0
C01461,46,1,784,392.0,2,89,5,0,2,0
C01462,29,1,8364,697.0,12,70,2,1,4,1
C01463,40,1,1288,322.0,4,81,5,0,2,0
C01464,29,0,5031,559.0,9,89,2,0,1,0
C01465,46,0,4464,496.0,9,16,3,1,4,1
C01466,50,0,3780,540.0,7,33,4,1,4,1
C01467,31,0,6919,629.0,11,93,3,0,0,0
C01468,46,0,1980,660.0,3,112,4,0,4,0
C01469,53,0,4186,598.0,7,5,1,0,4,0
C01470,23,1,2611,373.0,7,18,4,1,2,1
C01471,53,1,3768,628.0,6,72,5,1,2,1
C01472,35,0,4779,531.0,9,64,2,0,2,0
C01473,24,1,2825,565.0,5,61,1,1,3,1
C01474,25,0,8220,685.0,12,95,2,1,5,1
C01475,39,1,8124,677.0,12,38,4,1,3,1
C01476,21,0,820,410.0,2,44,5,1,2,1
C01477,46,0,7128,891.0,8,106,3,0,4,0
C01478,60,1,2934,326.0,9,82,3,1,2,1
C01479,25,1,6944,868.0,8,47,3,0,2,0
C01480,33,1,1520,380.0,4,82,1,0,2,0
C01481,37,1,5181,471.0,11,82,4,0,0,0
C01482,29,0,896,896.0,1,47,2,0,4,0
C01483,43,1,1856,464.0,4,5,1,0,3,0
C01484,50,0,7096,887.0,8,100,2,0,2,0
C01485,19,1,1794,897.0,2,71,4,0,1,0
C01486,30,0,5040,504.0,10,46,5,1,1,0
C01487,36,1,2504,313.0,8,79,2,1,0,0
C01488,23,1,5731,521.0,11,55,5,1,5,1
C01489,31,1,7843,713.0,11,18,4,0,3,0
C01490,32,1,3031,433.0,7,36,2,0,0,0
C01491,32,1,6176,772.0,8,28,3,0,1,0
C01492,47,1,5980,598.0,10,9,3,0,4,0
C01493,36,0,6858,762.0,9,11,3,1,4,1
C01494,23,0,8890,889.0,10,46,1,1,4,1
C01495,20,0,618,309.0,2,22,4,0,2,0
C01496,19,0,5256,584.0,9,11,5,0,1,0
C01497,21,1,6444,716.0,9,56,3,0,3,0
C01498,33,0,984,328.0,3,88,4,1,1,0
C01499,59,0,6048,504.0,12,36,2,0,1,0
C01500,60,1,882,441.0,2,19,3,0,1,0
C01501,26,1,5624,703.0,8,16,2,1,5,1
C01502,27,1,5272,659.0,8,17,4,1,2,1
C01503,32,1,8091,899.0,9,26,4,1,5,1
C01504,33,1,3318,474.0,7,100,4,0,5,0
C01505,25,0,333,333.0,1,12,3,1,5,1
C01506,25,1,5509,787.0,7,22,5,1,5,1
C01507,41,0,1336,668.0,2,20,3,1,2,1
C01508,33,1,513,513.0,1,8,1,1,2,1
C01509,46,1,1004,502.0,2,114,1,0,1,1
C01510,21,1,4734,526.0,9,114,2,0,4,0
C01511,19,1,3951,439.0,9,89,2,1,4,1
C01512,34,0,6168,514.0,12,19,5,1,2,1
C01513,58,1,1323,441.0,3,70,1,1,4,1
C01514,32,0,4380,365.0,12,46,5,0,1,0
C01515,41,1,3104,776.0,4,85,2,0,0,0
C01516,32,0,4110,411.0,10,78,4,1,4,1
C01517,24,0,2205,441.0,5,119,5,1,2,1
C01518,58,1,5512,689.0,8,71,3,0,4,0
C01519,58,0,7488,624.0,12,81,5,1,5,1
C01520,46,0,3972,331.0,12,27,1,0,3,0
C01521,53,1,1664,832.0,2,2,2,1,3,1
C01522,45,1,4730,473.0,10,54,5,1,1,0
C01523,60,1,3416,427.0,8,14,1,0,1,0
C01524,57,0,1482,741.0,2,110,4,1,5,1
C01525,32,1,5220,522.0,10,98,3,0,0,0
C01526,30,1,1360,340.0,4,106,4,0,3,0
C01527,40,0,1670,835.0,2,98,2,0,5,1
C01528,40,0,8740,874.0,10,44,4,1,3,1
C01529,28,0,6034,862.0,7,108,4,1,0,0
C01530,38,1,3088,772.0,4,12,5,0,5,0
C01531,59,0,3630,330.0,11,57,2,1,0,0
C01532,30,1,3035,607.0,5,67,1,0,0,0
C01533,37,1,7389,821.0,9,34,3,1,0,0
C01534,46,1,2716,388.0,7,102,5,1,5,1
C01535,45,1,2403,801.0,3,32,1,0,2,0
C01536,51,0,5832,648.0,9,88,2,1,0,0
C01537,30,1,2598,866.0,3,112,5,0,3,0
C01538,32,0,7293,663.0,11,46,5,0,3,0
C01539,23,0,9612,801.0,12,45,1,0,1,0
C01540,51,1,2520,840.0,3,105,2,1,4,1
C01541,56,0,6972,581.0,12,21,1,1,1,0
C01542,33,0,838,838.0,1,76,2,0,2,1
C01543,36,0,8074,734.0,11,22,5,1,3,1
C01544,50,1,4026,671.0,6,53,2,0,0,0
C01545,34,0,916,458.0,2,29,1,0,5,0
C01546,60,1,4942,706.0,7,67,1,1,5,1
C01547,23,1,4293,477.0,9,118,1,1,2,1
C01548,55,0,1675,335.0,5,38,5,1,4,1
C01549,40,0,1122,561.0,2,103,4,0,5,0
C01550,18,1,2238,373.0,6,108,1,1,0,0
C01551,52,1,5238,582.0,9,31,1,0,3,0
C01552,23,0,6900,575.0,12,39,3,0,2,0
C01553,22,1,5488,784.0,7,37,5,0,5,0
C01554,27,1,3240,360.0,9,34,2,0,4,0
C01555,38,1,5796,644.0,9,10,3,1,5,1
C01556,30,1,1784,446.0,4,59,4,1,2,1
C01557,33,1,9086,826.0,11,18,4,0,2,0
C01558,49,0,6210,690.0,9,91,2,1,4,1
C01559,55,1,2836,709.0,4,108,4,1,1,0
C01560,33,0,1286,643.0,2,118,5,0,3,0
C01561,37,0,5388,898.0,6,117,1,0,4,0
C01562,54,1,2520,360.0,7,11,2,0,1,0
C01563,44,0,2916,486.0,6,12,5,1,5,1
C01564,56,1,1268,634.0,2,88,4,1,0,0
C01565,32,1,906,453.0,2,45,4,0,4,0
C01566,55,1,1485,495.0,3,65,4,1,2,1
C01567,49,1,4109,587.0,7,6,4,0,0,0
C01568,43,0,1656,552.0,3,17,1,0,5,0
C01569,26,1,4644,774.0,6,59,3,1,3,1
C01570,39,0,616,616.0,1,53,4,1,4,1
C01571,38,0,5684,812.0,7,28,3,1,4,1
C01572,20,1,870,870.0,1,54,3,0,4,0
C01573,43,1,3424,428.0,8,118,2,1,3,1
C01574,19,1,3150,450.0,7,28,4,1,0,0
C01575,37,1,8100,900.0,9,55,4,0,1,0
C01576,56,1,5572,796.0,7,44,1,0,0,0
C01577,49,0,1752,438.0,4,65,2,0,2,0
C01578,30,0,3528,441.0,8,34,4,0,1,0
C01579,58,0,5148,858.0,6,27,2,1,4,1
C01580,57,1,10476,873.0,12,83,2,0,1,0
C01581,51,1,1176,392.0,3,77,2,0,2,1
C01582,35,1,968,484.0,2,33,1,1,5,1
C01583,27,1,4770,795.0,6,40,2,0,1,0
C01584,50,1,1708,427.0,4,53,2,1,3,1
C01585,47,0,6171,561.0,11,92,2,1,5,1
C01586,23,1,4431,633.0,7,119,3,1,4,1
C01587,45,0,3300,330.0,10,61,4,1,4,1
C01588,21,0,3912,652.0,6,5,2,1,0,0
C01589,24,1,1572,786.0,2,87,5,0,5,0
C01590,49,1,738,738.0,1,98,3,1,4,1
C01591,44,1,5304,663.0,8,94,1,0,4,0
C01592,37,0,1004,502.0,2,71,4,0,5,0
C01593,51,1,830,415.0,2,56,4,0,0,0
C01594,58,0,3115,623.0,5,98,2,0,3,0
C01595,31,0,1338,669.0,2,105,4,1,5,1
C01596,22,0,2513,359.0,7,95,5,0,1,0
C01597,43,0,4175,835.0,5,81,4,0,0,0
C01598,18,0,644,644.0,1,43,2,1,1,0
C01599,20,0,5172,862.0,6,33,2,1,3,1
C01600,47,1,3332,833.0,4,104,4,1,5,1
C01601,41,0,3084,771.0,4,30,5,0,2,0
C01602,41,1,1296,648.0,2,102,4,0,4,0
C01603,60,1,614,307.0,2,71,2,1,0,1
C01604,58,1,4680,520.0,9,73,2,1,4,1
C01605,45,0,6528,816.0,8,4,1,1,3,1
C01606,41,0,3820,764.0,5,42,1,0,4,0
C01607,21,0,6968,871.0,8,18,5,0,0,0
C01608,37,0,3556,508.0,7,32,4,0,2,0
C01609,46,1,3855,771.0,5,7,4,1,1,0
C01610,19,1,4698,522.0,9,14,4,0,0,0
C01611,25,1,1228,307.0,4,66,1,1,1,0
C01612,22,0,1308,654.0,2,89,2,0,1,1
C01613,26,0,5949,661.0,9,57,3,0,1,0
C01614,33,0,6020,602.0,10,96,4,1,3,1
C01615,38,0,5152,736.0,7,87,2,1,1,0
C01616,25,0,6167,881.0,7,81,5,1,4,1
C01617,45,1,4230,705.0,6,55,1,0,4,0
C01618,54,0,5120,512.0,10,105,4,1,4,1
C01619,33,0,2565,855.0,3,36,3,0,3,0
C01620,38,0,1626,542.0,3,97,3,0,5,0
C01621,23,0,2792,698.0,4,18,1,1,0,0
C01622,51,0,3030,606.0,5,90,5,0,1,0
C01623,33,1,314,314.0,1,4,3,0,2,0
C01624,33,0,4952,619.0,8,110,1,0,2,0
C01625,28,1,8569,779.0,11,104,5,0,5,0
C01626,59,1,5038,458.0,11,44,2,1,2,1
C01627,20,0,315,315.0,1,91,4,1,5,1
C01628,38,0,5334,762.0,7,41,3,0,5,0
C01629,47,1,614,614.0,1,94,5,1,5,1
C01630,43,0,1376,688.0,2,106,1,0,2,1
C01631,47,0,9713,883.0,11,98,5,1,0,0
C01632,46,0,6516,543.0,12,32,1,1,2,1
C01633,19,1,3780,378.0,10,110,4,0,0,0
C01634,33,0,7371,819.0,9,26,3,1,2,1
C01635,30,1,7100,710.0,10,50,4,0,4,0
C01636,18,1,2032,508.0,4,12,5,1,0,0
C01637,57,1,5176,647.0,8,95,2,0,2,0
C01638,35,1,7290,729.0,10,114,2,0,2,0
C01639,58,0,2532,633.0,4,8,5,1,3,1
C01640,39,0,3052,763.0,4,79,4,0,0,0
C01641,31,0,2114,302.0,7,71,1,1,4,1
C01642,44,1,1056,352.0,3,42,3,1,4,1
C01643,35,1,5117,731.0,7,54,5,1,3,1
C01644,54,1,3962,566.0,7,1,2,1,2,1
C01645,42,0,4086,681.0,6,13,1,0,0,0
C01646,30,1,8019,891.0,9,16,5,1,2,1
C01647,26,1,539,539.0,1,13,1,0,3,0
C01648,40,1,4576,572.0,8,12,4,0,1,0
C01649,37,0,896,448.0,2,2,4,0,3,0
C01650,36,0,3619,329.0,11,33,5,1,0,0
C01651,25,1,5076,846.0,6,71,5,0,2,0
C01652,18,0,425,425.0,1,2,4,1,0,0
C01653,53,1,7096,887.0,8,84,4,0,1,0
C01654,20,1,6651,739.0,9,14,3,0,2,0
C01655,51,0,7820,782.0,10,86,1,1,5,1
C01656,24,0,3048,508.0,6,109,1,0,4,0
C01657,53,0,4760,476.0,10,31,3,0,0,0
C01658,49,0,5058,843.0,6,87,3,0,3,0
C01659,26,1,3596,899.0,4,62,3,0,3,0
C01660,43,1,1524,762.0,2,47,2,0,0,0
C01661,54,1,4176,696.0,6,43,5,0,2,0
C01662,57,0,6777,753.0,9,11,1,0,0,0
C01663,52,0,2140,535.0,4,111,3,0,2,0
C01664,53,0,4194,699.0,6,88,1,1,3,1
C01665,22,1,4220,844.0,5,17,4,0,4,0
C01666,53,0,1680,420.0,4,40,5,0,0,0
C01667,39,1,819,819.0,1,111,1,0,4,1
C01668,41,0,2356,589.0,4,43,3,0,2,0
C01669,18,0,6223,889.0,7,64,4,1,3,1
C01670,53,0,680,680.0,1,29,2,1,2,1
C01671,48,0,1038,346.0,3,66,2,0,4,1
C01672,33,0,1314,657.0,2,7,5,0,3,0
C01673,59,0,3641,331.0,11,67,5,0,2,0
C01674,27,1,575,575.0,1,29,4,1,3,1
C01675,41,1,1322,661.0,2,65,2,1,5,1
C01676,50,0,630,315.0,2,82,4,0,4,0
C01677,31,0,1765,353.0,5,116,1,0,5,0
C01678,37,1,1044,522.0,2,107,3,0,5,0
C01679,41,0,2970,594.0,5,102,3,0,2,0
C01680,47,0,348,348.0,1,56,1,1,0,0
C01681,33,0,2812,703.0,4,97,2,0,5,0
C01682,49,1,3509,319.0,11,93,5,1,2,1
C01683,59,0,3256,814.0,4,87,2,1,3,1
C01684,42,1,6392,799.0,8,61,4,1,1,0
C01685,35,0,5556,463.0,12,109,2,0,0,0
C01686,18,0,7730,773.0,10,51,1,0,5,0
C01687,28,1,3960,792.0,5,6,3,0,3,0
C01688,53,1,786,393.0,2,99,3,1,4,1
C01689,48,1,698,698.0,1,4,3,0,2,0
C01690,18,1,5352,446.0,12,85,5,1,2,1
C01691,26,0,4164,347.0,12,88,2,1,3,1
C01692,59,0,1704,852.0,2,42,4,1,3,1
C01693,19,0,5260,526.0,10,42,2,1,5,1
C01694,46,1,1299,433.0,3,76,2,0,4,1
C01695,38,1,2331,333.0,7,115,4,1,0,0
C01696,50,1,6512,592.0,11,105,4,0,4,0
C01697,30,1,6130,613.0,10,63,2,1,2,1
C01698,20,0,6000,500.0,12,10,4,0,3,0
C01699,20,1,6408,801.0,8,8,2,1,5,1
C01700,37,1,2556,639.0,4,26,3,1,3,1
C01701,23,1,354,354.0,1,96,3,1,4,1
C01702,55,1,6544,818.0,8,12,3,0,5,0
C01703,36,1,4632,772.0,6,120,3,1,1,0
C01704,18,0,890,445.0,2,64,5,1,0,0
C01705,20,1,3592,898.0,4,2,3,0,3,0
C01706,19,1,1368,684.0,2,40,4,0,5,0
C01707,18,1,2910,485.0,6,29,4,0,2,0
C01708,38,0,2140,535.0,4,53,3,0,2,0
C01709,19,0,872,436.0,2,22,1,1,2,1
C01710,33,0,4440,740.0,6,36,3,0,4,0
C01711,48,1,606,606.0,1,97,2,0,4,1
C01712,19,1,7596,633.0,12,86,5,1,3,1
C01713,33,0,328,328.0,1,79,5,0,4,0
C01714,59,1,1042,521.0,2,13,4,0,2,0
C01715,19,1,4109,587.0,7,40,3,0,2,0
C01716,30,0,4410,735.0,6,65,2,1,5,1
C01717,24,0,6144,512.0,12,119,5,0,0,0
C01718,42,0,3280,656.0,5,112,3,1,2,1
C01719,37,1,1072,536.0,2,105,3,1,0,0
C01720,26,0,783,783.0,1,120,5,0,2,0
C01721,48,1,2073,691.0,3,24,1,1,0,0
C01722,40,1,1975,395.0,5,8,4,1,2,1
C01723,40,0,2664,333.0,8,39,5,0,1,0
C01724,26,1,5434,494.0,11,120,5,0,4,0
C01725,34,1,1965,393.0,5,102,2,0,2,0
C01726,28,1,5803,829.0,7,108,2,0,3,0
C01727,36,1,3498,318.0,11,68,2,0,5,0
C01728,60,1,6232,779.0,8,10,3,0,2,0
C01729,41,0,656,656.0,1,70,2,1,4,1
C01730,25,0,8536,776.0,11,91,2,1,5,1
C01731,42,0,4506,751.0,6,60,3,0,5,0
C01732,47,1,475,475.0,1,16,5,1,0,0
C01733,35,1,3924,327.0,12,91,4,0,0,0
C01734,48,0,2195,439.0,5,85,1,0,2,0
C01735,33,0,9576,798.0,12,7,3,0,0,0
C01736,19,0,8316,693.0,12,55,5,1,5,1
C01737,51,1,5100,425.0,12,91,1,0,5,0
C01738,18,1,7929,881.0,9,103,3,1,0,0
C01739,34,1,2592,648.0,4,8,1,1,5,1
C01740,36,0,4950,450.0,11,79,3,0,1,0
C01741,24,1,806,403.0,2,89,4,1,0,0
C01742,49,1,2912,416.0,7,105,3,1,5,1
C01743,45,1,4408,551.0,8,75,2,1,5,1
C01744,57,1,2085,417.0,5,117,1,0,1,0
C01745,45,0,1656,828.0,2,13,5,1,3,1
C01746,32,0,3857,551.0,7,41,3,0,1,0
C01747,39,1,2205,315.0,7,87,2,1,2,1
C01748,30,0,5480,685.0,8,3,4,0,3,0
C01749,47,1,9708,809.0,12,110,2,1,2,1
C01750,50,1,1392,696.0,2,46,3,1,4,1
C01751,35,1,8019,729.0,11,80,2,0,3,0
C01752,54,0,7230,723.0,10,102,4,0,3,0
C01753,47,1,8688,724.0,12,60,2,0,0,0
C01754,56,1,3465,693.0,5,81,5,1,2,1
C01755,47,0,4656,582.0,8,48,2,0,5,0
C01756,45,1,2338,334.0,7,53,5,1,4,1
C01757,29,1,2892,482.0,6,29,5,0,3,0
C01758,23,0,1936,484.0,4,17,3,1,0,0
C01759,23,1,801,801.0,1,7,2,1,4,1
C01760,56,1,1705,341.0,5,35,5,0,5,0
C01761,38,0,3496,437.0,8,107,4,1,0,0
C01762,19,1,2337,779.0,3,71,5,0,4,0
C01763,54,0,3144,524.0,6,107,1,0,5,0
